"Article name","Journal","Models","Data source/set","Sampling","Sample size (failure / non-failure)","Outcome","My review","My rating (1: best, 5: worst)","Year","doi","Url","Key","Authors","Publisher"
"A note on the use of industry-relative ratios in bankruptcy prediction","Journal of Banking {\&} Finance","LOGI","US traded firms
Traning data consist of '114 equally matched bankrupt and nonfailed' in the period 1972 to 3. quater of 1986
Default events is taken from Compustat and SEC from frims that 'filed bankruptcy petitions (but did not liquidate)' 
Out sample data is taken in a similar manner with data from 4. quater of 1986 to 1987
Industry averages are computed with data from Compustat","Paired sampling where '? each bankrupt firm was paired with a nonfailed company having the same four digit SIC code, nearly equal asset size, and data for the same year.'","67 / 67 for estimation and 34 / 34 for testing","Out-sample (in time) accuracies of 86%","Compares financial ratios with financial ratios relative to the industry average of the ratio. Industries are defined as 4 digit SIC
Find that coeffecients are more stable with the industry relative ratios
Gets better out-sample results with industry relative ratios
Industry relative ratios may be a good idea. However, this is a small sample with paired sampling so I am reluctant to draw conclusions based on this paper",3,"1991","10.1016/0378-4266(91)90057-s","https://doi.org/10.1016/0378-4266(91)90057-s","Platt_1991","Harlan D. Platt, Marjorie B. Platt","Elsevier {BV}"
"Multivariate Ordinal Regression Models: An Analysis of Corporate Credit Ratings",,,,,,,,,,,,,,
"Dynamic forecasting of financial distress: the hybrid use of incremental bagging and genetic algorithm?empirical study of Chinese listed corporations","Risk Management",,,,,,,,"2017","10.1057/s41283-016-0012-6","https://doi.org/10.1057/s41283-016-0012-6","Liu_2017","Jiaming Liu, Chong Wu","Springer Nature"
"AdaBoost ensemble for financial distress prediction: An empirical comparison with data from Chinese listed companies","Expert Systems with Applications","AdaBoost, SMR, SVM, DT","Chinese listed firms from 2000 to 2008
'Financially distressed company is defined as the one who has had negative net profit in consecutive two years'. These firms are referred to as specially treated ","'Healthy companies are chosen from those that have never been specially treated by the matching method considering both industry and asset size'","692 companies in what I gather is a 50-50 split","30 times holdout with 2/3 used in estimation and 1/3 used for testing. The mean hold out testing error for one year is 2.78%","Uses Adaboost with decision trees and single attribute test (kind of like univariate discriminant in Beaver (1966)) for predicting distress for Chinese listed firm. Compare the results with SVM and a single decision tree
Ignores the longitudinal aspect of data by bagging all observations and (potentially) only using one observation from each firm (it is not clear to me if the latter is true or not)
I figure that 41 variables in SVM with potentially redundant ones could affact the SVM performs a lot - especially in small sample
Finds that Adaboost performs best and particularly with single attribute test. While this is interesting I, it is hard to draw definitive conclusion due to some of the remarks above and the fact that paired sampling is used ",4,"2011","10.1016/j.eswa.2011.01.042","https://doi.org/10.1016/j.eswa.2011.01.042","Sun_2011","Jie Sun, Ming-yue Jia, Hui Li","Elsevier {BV}"
"Does Corporate Governance Affect the Financial Distress of Indonesian Company? A Survival Analysis Using Cox Hazard Model with Time-Dependent Covariates","Advanced Science Letters",,,,,,,,"2016","10.1166/asl.2016.8138","https://doi.org/10.1166/asl.2016.8138","Kristanti_2016","Farida Titik Kristanti, Nury Effendi, Aldrin Herwany, Erie Febrian","American Scientific Publishers"
"Classifiers selection in ensembles using genetic algorithms for bankruptcy prediction","Expert Systems with Applications","AdaBoost, BA, DT, SMR, SVM, NN","'1,200 externally audited manufacturing firms, half of which have gone bankrupt during
2002?2005 while healthy firms have been selected from active companies at the end of 2005' from Korea","Not clear whether the entire population of bankrupt firms is used. 50% control are seleceted though details are omitted","600 / 600 firms where I figure only one set of accountning data is selected from each firm ","Cross validated AUC of at best 77%. Seems low given that you could get 75% in-sample by sorting by total assets","Uses ensamble learning with descision tress to predict failure for Korean firms. Propose and use a genetic algorithm to reduce the ensamble which uses the variance inflation factor in the fitness function
The genetic algorithm may or may not be a good idea. I am not sure why they use the variance inflation factor. There are other meassures of diversity which I have seen is more commonly used in ensamble learning. Moreover, I am not sure that optimizing diversity rather than performance is a good idea
A 75% AUC simply by sorting by total assets seems to me like there is a selecting effect in the data (see table 2)
They use (very) few classifiers. See table 4. I suspect this is as they want to use the genetic algorihtm after for 1000 rounds. Though, this beg the question what would happen if they had used more classifiers
Ignores the longitudinal aspect of data by bagging all observations and only using one observation from each firm
Skewed sampling with details omitted",5,"2012","10.1016/j.eswa.2012.02.072","https://doi.org/10.1016/j.eswa.2012.02.072","Kim_2012","Myoung-Jong Kim, Dae-Ki Kang","Elsevier {BV}"
"Bankruptcy prediction in banks and firms via statistical a intelligent techniques ? a review","European Journal of Operational Research",,,,,,,,"2007","10.1016/j.ejor.2006.08.043","https://doi.org/10.1016/j.ejor.2006.08.043","Ravi_Kumar_2007","P. Ravi Kumar, V. Ravi","Elsevier {BV}"
"A comparative survey of artificial intelligence applications in finance artificial neural networks, expert systems and hybrid intelligent systems","Neural Computing and Applications",,,,,,,,"2010","10.1007/s00521-010-0362-z","https://doi.org/10.1007/s00521-010-0362-z","Bahrammirzaee_2010","Arash Bahrammirzaee","Springer Nature"
"Hybrid and ensemble based soft computing techniques in bankruptcy prediction a survey","Soft Computing",,,,,,,,"2009","10.1007/s00500-009-0490-5","https://doi.org/10.1007/s00500-009-0490-5","Verikas_2009","Antanas Verikas, Zivile Kalsyte, Marija Bacauskiene, Adas Gelzinis","Springer Nature"
"Machine learning in financial crisis prediction a survey",,"RA, LDA, NN, B, BA, SVM, AdaBoost, CL, LOGI, GAM, SMR",,,,,"Review the following in default prediction using soft computing*: 
 - Use dimension reduction methods
 - What I would coin 'automatic' feature selection
 - What they denote 'hybrid' method which is when more methods are used to model at the same time
 - Ensamble methods with soft computing algorithms
The article does not explain the methods but just who have used the different methods 
The article may be useful a source for previous works with a given method
The extend to which each methods is covered seems arbitrary to me
The author states throughout that the results are not compared due to different data sets and validation methods. This is fair but some (subjective) opinion of the approach in the various papers would have been useful
I do not find the notion of hybrid methods too useful. For instance, using a genetic alogrithm to select hyper-parameters and features in an SVM seems more like genreal optimization techince applied to SVM. Secondly, because the term does not seem convetional to me (though a google search do indicate that it is used) 

* Soft computing: '... principal constituents of Soft Computing (SC) are Fuzzy Logic (FL), Evolutionary Computation (EC), Machine Learning (ML) and Probabilistic Reasoning (PR)' (source: wiki)",3,,,,,,
"A quadratic interval logit model for forecasting bankruptcy","Omega",,,,,,,,"2005","10.1016/j.omega.2004.04.002","https://doi.org/10.1016/j.omega.2004.04.002","Tseng_2005","Fang-Mei Tseng, Lin Lin","Elsevier {BV}"
"Predicting the survival or failure of click-and-mortar corporations: A knowledge discovery approach","European Journal of Operational Research",,,,,,,,"2006","10.1016/j.ejor.2005.05.009","https://doi.org/10.1016/j.ejor.2005.05.009","Bose_2006","Indranil Bose, Raktim Pal","Elsevier {BV}"
"Forecasting financial condition of Chinese listed companies based on support vector machine","Expert Systems with Applications",,,,,,,,"2008","10.1016/j.eswa.2007.06.037","https://doi.org/10.1016/j.eswa.2007.06.037","DING_2008","Y DING, X SONG, Y ZEN","Elsevier {BV}"
"Predicting business failure using support vector machines with straightforward wrapper: A re-sampling study","Expert Systems with Applications",,,,,,,,"2011","10.1016/j.eswa.2011.04.064","https://doi.org/10.1016/j.eswa.2011.04.064","Li_2011","Hui Li, Jie Sun","Elsevier {BV}"
"From linear to non-linear kernel based classifiers for bankruptcy prediction","Neurocomputing",,,,,,,,"2010","10.1016/j.neucom.2010.07.002","https://doi.org/10.1016/j.neucom.2010.07.002","Van_Gestel_2010","Tony Van Gestel, Bart Baesens, David Martens","Elsevier {BV}"
"An Application of Support Vector Machine to Companies? Financial Distress Prediction",,,,,,,,,"2006","10.1007/11681960_27","https://doi.org/10.1007/11681960_27","Hui_2006","Xiao-Feng Hui, Jie Sun","Springer Berlin Heidelberg"
"A selective ensemble based on expected probabilities for bankruptcy prediction","Expert systems with applications",,,,,,,,"2009","10.1016/j.eswa.2008.06.068","https://doi.org/10.1016/j.eswa.2008.06.068","Hung_2009","Chihli Hung, Jing-Hong Chen","Elsevier {BV}"
"Integration of case-based forecasting, neural network, and discriminant analysis for bankruptcy prediction","Expert Systems with Applications",,,,,,,,"1996","10.1016/s0957-4174(96)00056-5","https://doi.org/10.1016/s0957-4174(96)00056-5","Jo_1996","Hongkyu Jo, Ingoo Han","Elsevier {BV}"
"Predicting business failure using classification and regression tree: An empirical comparison with popular classical statistical methods and top classification mining methods","Expert Systems with Applications",,,,,,,,"2010","10.1016/j.eswa.2010.02.016","https://doi.org/10.1016/j.eswa.2010.02.016","Li_2010","Hui Li, Jie Sun, Jian Wu","Elsevier {BV}"
"The random subspace binary logit (RSBL) model for bankruptcy prediction","Knowledge-Based Systems",,,,,,,,"2011","10.1016/j.knosys.2011.06.015","https://doi.org/10.1016/j.knosys.2011.06.015","Li_2011:1","Hui Li, Young-Chan Lee, Yan-Chun Zhou, Jie Sun","Elsevier {BV}"
"Principal component case-based reasoning ensemble for business failure prediction","Information & Management",,,,,,,,"2011","10.1016/j.im.2011.05.001","https://doi.org/10.1016/j.im.2011.05.001","Li_2011:2","Hui Li, Jie Sun","Elsevier {BV}"
"Firm bankruptcy prediction: experimental comparison of isotonic separation and other classification approaches","IEEE Transactions on Systems",,,,,,,,"2005","10.1109/tsmca.2005.843393","https://doi.org/10.1109/tsmca.2005.843393","Ryu_2005","Y.U. Ryu, W.T. Yue","Institute of Electrical and Electronics Engineers ({IEEE})"
"A genetic algorithm application in bankruptcy prediction modeling","Expert Systems with Applications",,,,,,,,"2002","10.1016/s0957-4174(02)00051-9","https://doi.org/10.1016/s0957-4174(02)00051-9","Shin_2002","Kyung-Shik Shin, Yong-Joo Lee","Elsevier {BV}"
"An application of support vector machines in bankruptcy prediction model","Expert Systems with Applications","NN, SVM",,,,"~76% hold-out accuracy","Uses SVM with the goal to show: 
- SVM vs. neural networks (NN)
- SVM with different sizes of training sets

I have a few things against the paper: 
- Not much effort seem to be have been put into the NN
- The ""best"" out-sample preformance is picked amongst many candidates from table 2
- All out-sample results are on single training and test sample split
- Both traning and out-sample result are based on randomly sub-sampled non-defaulting firms
- The accuracy messaures would not make sense on the whole data set",5,"2005","10.1016/j.eswa.2004.08.009","https://doi.org/10.1016/j.eswa.2004.08.009","Shin_2005","Kyung-Shik Shin, Taik Soo Lee, Hyun-jung Kim","Elsevier {BV}"
"SFFS-PC-NN optimized by genetic algorithm for dynamic prediction of financial distress with longitudinal data streams","Knowledge-Based Systems",,,,,,,,"2011","10.1016/j.knosys.2011.04.013","https://doi.org/10.1016/j.knosys.2011.04.013","Sun_2011:1","Jie Sun, Kai-Yu He, Hui Li","Elsevier {BV}"
"Listed companies? financial distress prediction based on weighted majority voting combination of multiple classifiers","Expert Systems with Applications",,,,,,,,"2008","10.1016/j.eswa.2007.07.045","https://doi.org/10.1016/j.eswa.2007.07.045","Sun_2008:1","Jie Sun, Hui Li","Elsevier {BV}"
"Dynamic financial distress prediction using instance selection for the disposal of concept drift","Expert Systems with Applications",,,,,,,,"2011","10.1016/j.eswa.2010.08.046","https://doi.org/10.1016/j.eswa.2010.08.046","Sun_2011:2","Jie Sun, Hui Li","Elsevier {BV}"
"Feature selection in bankruptcy prediction","Expert Systems with Applications",,,,,,,,,,,,,
"Financial distress prediction using support vector machines: Ensemble vs. individual","Applied Soft Computing",,"Chinese traded firms in 2000 to 2005
Financial distress is defined as 'specially treated (ST) by Chinese Stock Exchange due to abnormal financial status'. That is two period of negative income or a further condition on the market to book ratio","'Matching method is utilized to choose normal
non-financial-distress companies according to the following rules.
(1) The matched two companies have the same or similar industry.
(2) The chosen normal company should never be specially treated.
(3) The matched two companies should have similar asset size in the range of [?30%, +30%]'","135 / 135 firms with what I guess is 1 set of accounting statements for each firm ","82% accuracy out sample based on 30 times hold out experimints. The split is 2:1 strafied by distress or not. Though see the comment in my review about the ensamble training","Makes an ensamble of SVM with different feature spaces and different kernals functions
Reduce the final ensamble with Q diversity meassure in a greedy process. The final predicition is based on weighted voting
The feature selection seems questionable to me. While I do get why you would use PCA as you are going to use L2 norms later I do not see why you would use stepwise regression with multiple descrimination analysis or logistic regression to select features
Feature selection is based on the entire population in hold-out test. See page 8 for details
Use matched sampling
This may not be a good pratice 'Sample companies with financial ratios deviating from the mean value as much as three times of standard deviation are excluded'
If I get what they are saying on page 7 correclty ('candidate classifiers with relatively high cross validation accuracy on training dataset') then the ensamble is trained on the final testing data. If this is the case than it does not seem strange that the performance improves with the ensamble
Cross-valdiation accuracy of 82% seems low given the above and what I have seen in other papers using matched samples for Chinese firms preidicting ST",5,"2012","10.1016/j.asoc.2012.03.028","https://doi.org/10.1016/j.asoc.2012.03.028","Sun_2012","Jie Sun, Hui Li","Elsevier {BV}"
"Concept Drift-Oriented Adaptive and Dynamic Support Vector Machine Ensemble With Time Window in Corporate Financial Risk Prediction","IEEE Transactions on Systems",,,,,,,,"2013","10.1109/tsmca.2012.2224338","https://doi.org/10.1109/tsmca.2012.2224338","Sun_2013","Jie Sun, Hui Li, Hojjat Adeli","Institute of Electrical and Electronics Engineers ({IEEE})"
"Using genetic algorithms to evolve type-2 fuzzy logic systems for predicting bankruptcy","Kybernetes",,,,,,,,"2017","10.1108/k-06-2016-0152","https://doi.org/10.1108/k-06-2016-0152","Georgescu_2017","Vasile Georgescu","Emerald"
"Integrating cognitive mapping and MCDA for bankruptcy prediction in small- and medium-sized enterprises","Journal of the Operational Research Society",,,,,,,,"2017","10.1057/s41274-016-0166-3","https://doi.org/10.1057/s41274-016-0166-3","Oliveira_2017","Manuel D. N. T. Oliveira, Fernando A. F. Ferreira, Guillermo O. P̩rez-Bustamante Ilander, Marjan S. Jalali","Springer Nature"
"A Survival Approach to Prediction of Default Drivers for Indian Listed Companies","Theoretical Economics Letters",,,,,,,,"2017","10.4236/tel.2017.72011","https://doi.org/10.4236/tel.2017.72011","Gupta_2017","Vandana Gupta","Scientific Research Publishing, Inc,"
"A survey of business failures with an emphasis on prediction methods and industrial applications","European Journal of Operational Research",,,,,,,,"1996","10.1016/0377-2217(95)00070-4","https://doi.org/10.1016/0377-2217(95)00070-4","Dimitras_1996","A.I. Dimitras, S.H. Zanakis, C. Zopounidis","Elsevier {BV}"
"Bankruptcy prediction in banks by fuzzy rulebased classifier",,,,,,,,,"2007","10.1109/icdim.2007.369357","https://doi.org/10.1109/icdim.2007.369357","Kumar_2007","P. Ravi Kumar, V. Ravi","{IEEE}"
"A semi-deterministic ensemble strategy for imbalanced datasets (SDEID) applied to bankruptcy prediction",,,,,,,,,"2008","10.2495/data080201","https://doi.org/10.2495/data080201","Mathiasi_Horta_2008","R. A. Mathiasi Horta, B. S. L. Pires de Lima, C. C. H. Borges","{WIT} Press"
"Variable selection in high-dimensional regression: a nonparametric procedure for business failure prediction",,,,,,,,,,,,,,
"An out-of-sample evaluation framework for DEA with application in bankruptcy prediction","Annals of Operations Research",,,,,,,,"2017","10.1007/s10479-017-2431-5","https://doi.org/10.1007/s10479-017-2431-5","Ouenniche_2017","Jamal Ouenniche, Kaoru Tone","Springer Nature"
"Financial distress prediction: The case of French small and medium-sized firms","International Review of Financial Analysis",,,,,,,,"2017","10.1016/j.irfa.2017.02.004","https://doi.org/10.1016/j.irfa.2017.02.004","Mselmi_2017","Nada Mselmi, Amine Lahiani, Taher Hamza","Elsevier {BV}"
"Do Stock Returns Really Decrease with Default Risk? New International Evidence","Management Science",,,,,,,,"2017","10.1287/mnsc.2016.2712","https://doi.org/10.1287/mnsc.2016.2712","Aretz_2017","Kevin Aretz, Chris Florackis, Alexandros Kostakis","Institute for Operations Research and the Management Sciences ({INFORMS})"
"Effects of Main Bank Switch on Small Business Bankruptcy",,,,,,,,,,,,,,
"Bankruptcy prediction using Partial Least Squares Logistic Regression","Journal of Retailing and Consumer Services",,,,,,,,"2017","10.1016/j.jretconser.2017.02.005","https://doi.org/10.1016/j.jretconser.2017.02.005","Ben_Jabeur_2017","Sami Ben Jabeur","Elsevier {BV}"
"Balance sheet conservatism and audit reporting conservatism","Journal of Business Finance {\&} Accounting",,,,,,,,"2017","10.1111/jbfa.12256","https://doi.org/10.1111/jbfa.12256","Kausar_2017","Asad Kausar, Clive Lennox","Wiley-Blackwell"
"Forecasting Corporate Bankruptcy Using Accrual-Based Models","Computational Economics",,,,,,,,"2017","10.1007/s10614-017-9681-9","https://doi.org/10.1007/s10614-017-9681-9","du_Jardin_2017:1","Philippe du Jardin, David Veganzones, Eric S̩verin","Springer Nature"
"Incorporating sequential information in bankruptcy prediction with predictors based on Markov for discrimination","Decision Support Systems",,,,,,,,"2017","10.1016/j.dss.2017.04.008","https://doi.org/10.1016/j.dss.2017.04.008","Volkov_2017","Andrey Volkov, Dries F. Benoit, Dirk Van den Poel","Elsevier {BV}"
"A novel classifier ensemble approach for financial distress prediction","Knowledge and Information Systems",,,,,,,,"2017","10.1007/s10115-017-1061-1","https://doi.org/10.1007/s10115-017-1061-1","Liang_2017","Deron Liang, Chih-Fong Tsai, An-Jie Dai, William Eberle","Springer Nature"
"Dynamic Evaluation of Corporate Distress Prediction Models",,,,,,,,,,,,,,
"NUS-RMI Credit Research Initiative Technical Report","Global Credit Review",,,,,,"I read the 2017 update 1",,"2015","10.1142/s2010493615500099","https://doi.org/10.1142/s2010493615500099","RMI_staff_2015","RMI staff","World Scientific Pub Co Pte Lt"
"Multiperiod Corporate Default Prediction with the Partially Conditioned Forward Intensity","Journal of Econometrics","SMR","Compustat and CRSP data 
Firms from 1991 to 2011 from NYSE, AMEX and Nasdaq with common stocks 
Default indicators from Credit Research Initiative","None","12,268 companies with 1,104,963 firm-month","Out-sample AUC up to 86% on one year ahead","Extends 'Multiperiod corporate default prediction a forward intensity approach' to have a frailty term. This complicates the estimation method as the pseudo likelihood is no longer decomposable. Thus, likelihood evaluation is done by particle filter and parameter estimation is changed to a Baysian setup
Show that the new model has similar AUC but better aggregate estimates and wider aggregate confidance bounds 
The frailty follows an AR(1) process. Frailty estimates suggests a random walk
Need to look at the details. There are made some comments throughout that does not seem supported to me. E.g. the comparisons of log-pseudo likelihood with models with different penaltize without adjustment
Somehow, the out sample figures are better than in-sample on longer horizon. Also better than 2012 paper I think for the same model
I think  the PC-M model should have the coefficients for the matricies in (19) but I dont find the values of these
I would have to look at both the estimaton methods and the inference in more details",3,"2012","10.1016/j.jeconom.2012.05.002","https://doi.org/10.1016/j.jeconom.2012.05.002","Duan_2012:2","Jin-Chuan Duan, Jie Sun, Tao Wang","Elsevier {BV}"
"Macro, Industry and Frailty Effects in Defaults: The 2008 Credit Crisis in Perspective",,"SMR","US firms. Aggregate defaults are from Moody's and macro variables are from St. Louis Fed online database","None","Not specified","See my review","Models aggregate US defaults in a state space setup. Defaults are group in two levels: one is by agent ratings and the other is by industry
There are three group of latent variables: one shared by macro variables and linear predictors for defaults, one for fraitly with different loadings for each rating group and one for ratings and industry interactions. The latter is refered to as contagion. Differnt loadings to each factor is estimated
Show that both frailty and contagion is important to model aggregate levels
I have to major comments to the study: 1) parameters are based on the full sample (I think) and 2) I do not think the use of rating agency scores is to good. I re-call reading that the AUC of rating scores in terms of default is quite poor
The importance sampler by Durbin and Koopman is used to evaluate the likelihood",3,,,,,,
"Financial ratios and bankruptcy predictions: An international evidence","International Review of Economics & Finance",,,,,,,,"2017","10.1016/j.iref.2017.07.025","https://doi.org/10.1016/j.iref.2017.07.025","Tian_2017","Shaonan Tian, Yan Yu","Elsevier {BV}"
"A varying coefficient default model","International Journal of Forecasting","SMR","CRSP and compustat with firms from AMX, NASDAQ and NYSE. Uses listed firms
Defaults are defined as delisting codes from CRSP","It seems that firms that are merged or aqquired are removed from the sample","4686 firms with 459","Better aggregate out-sample counts of default than the previous multiperiod logit model like Shumway (2001)","Uses a local log-likelihood approach to let the covariates in a multiperiod logit model depend on macroeconomic variables. Uses very similar model to Shumway (2001)
The model is too hard to estimate for many macroeconomic variables according to the author so he only uses GNP per capita in the end

I have see a few downsites to the paper:
- Firms that are eventually merged or aqquired might be removed from the sample (this would explain the sample size). This is not done in the main cited papers
- Default indicator might explain the low count of defaults. Other authors have done more regiourse work
- I would assume that the local log-likelihood approach will be inappropiate when macroeconomic variable with a drift is used as is the case for GDP per capita (the kernal are going to provide no mass in the end)
- The outsample metric is aggregate predicted count of defaults. While the results are good they may be very poor for any given firm. An out-sample AUC or similar would have been good

I should have given this 4 as the rating. It has 3 as it is somewhat close to the work I am doing so I need to remember this one",3,"2012","10.1016/j.ijforecast.2011.11.006","https://doi.org/10.1016/j.ijforecast.2011.11.006","Hwang_2012","Ruey-Ching Hwang","Elsevier {BV}"
"Machine Learning in Bankruptcy Prediction","Expert Systems with Applications",,,,,,,,"2017","10.1016/j.eswa.2017.04.006","https://doi.org/10.1016/j.eswa.2017.04.006","Barboza_2017","Flavio Barboza, Herbert Kimura, Edward Altman","Elsevier {BV}"
"Pricing default events: Surprise, exogeneity and contagion","Journal of Econometrics",,,,,,,,"2014","10.1016/j.jeconom.2014.05.005","https://doi.org/10.1016/j.jeconom.2014.05.005","Gouri_roux_2014","C. Gouri̩roux, A. Monfort, J.P. Renne","Elsevier {BV}"
"Stock liquidity and default risk","Journal of Financial Economics","SMR","CRSP, Compustat and Trade and Quote (TaQ)","None","7,128 firms and 51,527 firm-year observations","In sample results","Uses expected default frequency (EDF) as proxy for defaults. Shows how EDF can be linked to liquidity. They perform a difference-in-difference study where they use propensity scores to get proxy for a control and treatment groups setup. This build their argument for a causal link. They end by showing to possible reasons for why liquidity will effect the likelihood of default.

I have many critiques of / comments to this paper. 
1. EDF is 'ok' for default ranking but a very poor estimate of absolute risk. For instance, the 6 pct. mean chance of yearly default (cf. table 2) is way off. The chance should be less than .1 pct.
2. I gather the matching with propensity scores may yield underiserable effects. I gather we migth get a unrepresentative sample of the whole population. 
3. I do not have the background to judge the event they use. 
4. I do not have the knowledge to judge the liquidity messaures they use. 
5. I do not get why they did not put the liquidity messaures into a logit model or similar (see e.g. Shumway (2001)). This would have been more interesting as we avoid the proxy.",4,"2017","10.1016/j.jfineco.2017.03.003","https://doi.org/10.1016/j.jfineco.2017.03.003","Brogaard_2017","Jonathan Brogaard, Dan Li, Ying Xia","Elsevier {BV}"
"Debt correlations in the wake of the financial crisis: What are appropriate default correlations for structured products?","Journal of Financial Economics","SMR","CRSP and Compustat with default indicator from Compustat","None","Not sure / could not quickly find the figure","Shows a much greater risk in pooled products due to correlation. Only results based on in-sample parameter estimates and smoothed frailty variables are shown if I am not mistaken.","Models correlation in assets by adding a frailty intercept that follows a Ornstein-Uhlenbeck process in hazard models. Further, a mixture state transition matrix is used for the rating transition and macro economic variables following an AR(1) process. Only ratings are used on the assets levels. 

The results are interesting espacially with the bundled products with comparissons with the rating agents. However, it would be intersting to see the out-sample performance of the methods. 

It seems that most of the results are in-sample with smoothed in-sample estimator. The methods are close to Duffie, Saita and Wang (2007) and Duffie, Eckner, Horel, & Saita (2009). Note that the citique in Duan, Sun, & Wang (2012) page 203 regarding the poor out-sample performance of the stochastic covariates of the former. This may apply here.

I am not sure why to use the Gibbs sampler. I should check the details on the parameter estimation.",2,"2017","10.1016/j.jfineco.2017.06.011","https://doi.org/10.1016/j.jfineco.2017.06.011","Nickerson_2017","Jordan Nickerson, John M. Griffin","Elsevier {BV}"
"Good and bad credit contagion: Evidence from credit default swaps","Journal of Financial Economics","SMR","CRSP & Compustat
CDS data from Markit Group
Chapter 11 fillings from www.bankruptcydata.com","Firms with 5-year spreads CDS spreads quoated in USD with data in CRSP and Compustat","820 obligors and 512,292 daily observations","Mainly emperical in-sample results","Looks at CDS correlation between firm in the same industry group. The main focus is correlation of the peers in the same industry as the firm with an event in a 3 to 11 day period. I have a few comments regarding the paper:

It is a short period with data from 2001-2004
Few events in general. There are very few chapter 7 events. I am reluctant to conclude anything on the chapter 7 events due to the sample with the results they show.
The definition of a 'Jump' event seems quite abitrary.
Industry porfolios are very small. Why not use 2 digits SIC codes? 
How do we know it is not shocks to the entire market? How does the figures compare to those firms outsite the 'industry portfolio'? How clustered are the events?",4,"2007","10.1016/j.jfineco.2006.06.001","https://doi.org/10.1016/j.jfineco.2006.06.001","JORION_2007","P JORION, G ZHANG","Elsevier {BV}"
